datetime,ip,method,path,status,size,referer,user_agent,label;;;
2026-04-25T15:40:54.782117-05:00,81.183.137.101,POST,/home,403,18861,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T15:41:33.782117-05:00,79.118.206.254,GET,/api/v1/orders,200,99315,https://portal.empresa.local/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T15:43:27.782117-05:00,216.76.204.33,GET,/logout,404,228221,https://www.bing.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T15:45:08.782117-05:00,217.170.32.147,POST,/index.html,200,97666,https://www.google.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:45:08.782117-05:00,146.169.82.6,GET,/contacto,304,0,https://linkedin.com/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T15:45:42.782117-05:00,190.237.10.250,GET,/contacto,200,12122,https://empresa.local/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:46:28.782117-05:00,63.195.148.3,GET,/,302,40155,https://www.google.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:46:51.782117-05:00,221.219.50.10,POST,/images/logo.png,200,163997,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T15:47:12.782117-05:00,36.68.209.157,HEAD,/wp-login.php,401,1111,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,brute_force;
2026-04-25T15:47:42.782117-05:00,163.88.196.212,GET,/,400,94675,-,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:48:39.782117-05:00,200.194.102.105,GET,/api/v1/profile,200,228695,https://www.bing.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:48:43.782117-05:00,128.133.118.243,POST,/index.php?page=../../../../etc/passwd,400,25751,https://www.google.com/,sqlmap/1.7.9#stable,lfi_rfi;;;
2026-04-25T15:51:20.782117-05:00,136.92.199.148,GET,/assets/app.js,400,45409,https://linkedin.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T15:52:28.782117-05:00,203.248.77.152,GET,/api/v1/orders,401,32749,https://www.google.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:52:48.782117-05:00,144.13.223.23,GET,/api/v1/profile,403,148873,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T15:52:58.782117-05:00,163.95.52.93,POST,/api/v1/orders,302,157406,-,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:54:19.782117-05:00,94.188.35.192,GET,/carrito,401,154476,https://empresa.local/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T15:55:05.782117-05:00,207.62.41.128,GET,/favicon.ico,200,45729,https://portal.empresa.local/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T15:55:49.782117-05:00,145.213.191.222,GET,/dashboard,302,140911,https://www.bing.com/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T15:58:03.782117-05:00,146.41.19.242,GET,/,400,245071,https://www.bing.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T15:59:04.782117-05:00,183.116.121.95,POST,/buscar?q=laptop,200,56203,https://linkedin.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T15:59:17.782117-05:00,162.180.188.226,GET,/,403,101880,-,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:00:16.782117-05:00,82.95.56.236,GET,/carrito,403,47294,https://www.bing.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:00:51.782117-05:00,2.216.235.100,GET,/contacto,200,36727,https://linkedin.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:01:40.782117-05:00,192.228.244.78,GET,/assets/app.js,301,249204,https://www.google.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:02:30.782117-05:00,118.214.47.146,GET,/carrito,404,177318,https://empresa.local/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:04:05.782117-05:00,165.196.86.75,POST,/index.html,200,191548,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:04:11.782117-05:00,120.99.56.37,GET,/assets/style.css,304,0,https://www.bing.com/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:05:37.782117-05:00,99.24.134.150,GET,/api/v1/profile,400,189867,https://empresa.local/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:06:40.782117-05:00,139.240.253.218,POST,/dashboard,403,77889,https://portal.empresa.local/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:07:22.782117-05:00,83.6.193.150,GET,/blog/seguridad-digital,200,73051,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:08:11.782117-05:00,143.112.206.96,GET,/home,302,119047,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:10:47.782117-05:00,180.105.141.180,GET,/productos,200,197467,https://linkedin.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:11:34.782117-05:00,213.67.186.3,GET,/assets/app.js,200,71398,https://empresa.local/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:11:39.782117-05:00,220.170.176.167,GET,/,200,58994,-,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:12:11.782117-05:00,188.234.113.230,GET,/productos,400,66294,https://www.google.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:13:26.782117-05:00,209.49.39.108,POST,/images/logo.png,201,106759,https://portal.empresa.local/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:14:28.782117-05:00,83.173.19.45,POST,/buscar?q=laptop,200,209975,https://portal.empresa.local/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:14:33.782117-05:00,12.117.74.24,POST,/productos,200,98460,https://www.google.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:15:23.782117-05:00,115.185.194.173,GET,/productos,403,203029,https://www.google.com/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:17:24.782117-05:00,132.34.237.200,GET,/login,200,31474,https://empresa.local/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:18:32.782117-05:00,147.223.124.201,GET,/admin/login,401,1159,https://www.google.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,brute_force;;
2026-04-25T16:18:51.782117-05:00,113.70.150.119,GET,/productos/1001,204,0,https://empresa.local/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:20:39.782117-05:00,40.140.34.35,GET,/login,200,159138,-,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:21:58.782117-05:00,110.41.163.26,GET,/,200,66161,https://www.google.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:23:17.782117-05:00,19.66.158.215,POST,/home,400,227212,https://portal.empresa.local/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:23:48.782117-05:00,78.234.157.185,POST,/checkout,403,70967,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:28:04.782117-05:00,212.146.227.57,GET,/productos/1001,304,0,https://www.bing.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:30:11.782117-05:00,143.36.253.211,GET,/images/logo.png,304,0,https://empresa.local/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:30:27.782117-05:00,36.68.209.157,POST,/wp-login.php,401,2292,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,brute_force;
2026-04-25T16:31:32.782117-05:00,151.32.193.187,GET,/productos/1002,204,0,https://portal.empresa.local/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:34:31.782117-05:00,220.90.90.185,GET,/api/v1/profile,301,183000,https://empresa.local/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:35:09.782117-05:00,194.212.84.226,GET,/logout,200,205761,https://empresa.local/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:35:12.782117-05:00,101.26.98.120,GET,/,200,172164,https://empresa.local/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:35:35.782117-05:00,20.203.7.170,GET,/,401,195908,https://www.bing.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:36:47.782117-05:00,55.81.35.128,POST,/images/logo.png,204,0,-,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:37:17.782117-05:00,1.100.204.94,POST,/assets/style.css,302,65896,https://www.google.com/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:40:10.782117-05:00,221.75.107.198,GET,/productos/1002,404,110358,https://portal.empresa.local/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:41:34.782117-05:00,189.50.153.154,GET,/productos/1002,201,218705,https://portal.empresa.local/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:42:35.782117-05:00,197.53.251.77,GET,/checkout,301,159672,https://www.bing.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:43:11.782117-05:00,74.127.240.159,GET,/admin/login,200,4036,-,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,brute_force;;
2026-04-25T16:43:59.782117-05:00,1.217.110.151,GET,/home,401,171103,https://portal.empresa.local/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:44:03.782117-05:00,159.170.33.129,POST,/,200,59292,https://www.bing.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:44:04.782117-05:00,12.5.91.180,GET,/api/v1/orders,204,0,https://www.bing.com/,Mozilla/5.0 (Android 13; Mobile) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,normal;;
2026-04-25T16:44:28.782117-05:00,104.248.32.100,GET,/productos/1001,302,91062,https://linkedin.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:44:34.782117-05:00,105.146.137.111,GET,/blog/seguridad-digital,200,18067,https://linkedin.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:46:54.782117-05:00,81.183.149.238,POST,/assets/style.css,200,47120,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:47:53.782117-05:00,62.165.133.170,GET,/nosotros,400,146408,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:48:18.782117-05:00,46.161.117.105,GET,/carrito,204,0,https://www.bing.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:48:39.782117-05:00,124.190.241.151,GET,/productos,200,169638,https://www.google.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:48:46.782117-05:00,195.165.130.56,GET,/assets/style.css,201,162954,https://www.bing.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148 Safari/604.1,normal;;
2026-04-25T16:48:51.782117-05:00,154.194.148.135,GET,/logout,304,0,https://www.bing.com/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/123.0,normal;;
2026-04-25T16:49:48.782117-05:00,134.116.227.4,GET,/api/v1/orders?id=1%20OR%201=1,302,47039,-,masscan/1.3,sql_injection;;;
2026-04-25T16:50:35.782117-05:00,79.67.67.50,GET,/buscar?q=laptop,301,67785,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 Version/16.6 Safari/605.1.15,normal;;
2026-04-25T16:53:15.782117-05:00,99.229.234.190,HEAD,/robots.txt,404,12196,https://www.google.com/,curl/8.1.2,scanner_recon;;;
2026-04-25T16:53:32.782117-05:00,27.102.61.57,POST,/download?file=../../../../etc/passwd,404,53187,-,Nmap Scripting Engine,path_traversal;;;
2026-04-25T16:55:13.782117-05:00,180.234.52.18,POST,/login,404,142743,https://empresa.local/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:57:19.782117-05:00,30.88.246.231,GET,/carrito,200,177938,https://portal.empresa.local/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:57:20.782117-05:00,160.106.233.62,GET,/favicon.ico,201,229315,https://empresa.local/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
2026-04-25T16:57:30.782117-05:00,1.94.86.16,GET,/favicon.ico,400,180185,https://www.google.com/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/122.0 Safari/537.36,normal;
